comment_copy,final_sentiment
nice mobile,positive
redmi note11 perfect mobile for game camera,positive
Average performance.,neutral
Average performance.,neutral
Camera quality is acceptable.,neutral
very nice mobile,positive
camera issues phone hang many times,negative
one of the worst mobile i had ever used or operated this phone deserves at most cost as one thousand rupees,negative
i like it thanks amazon,positive
Battery life is neither good nor bad.,neutral
redmi 9 this phone cemra quality low but bettry pickup is excellent 5000 mah 3daysgaming time 2 hours but selfi cemra quality low,negative
No complaints till now.,neutral
No major issues so far.,neutral
wanted a non chineese brand phone bought a this budget phone with 4 gb ram as i don't game and needed it primarily for office and travel exttemely laggy and slow and cannot even run the navigation application concurrent with,negative
like perfect cell,positive
the camera and the speed on this device is very good and up to the mark totally satisfied with the purchase,positive
Performance is satisfactory.,neutral
all reviews points i have added here after using 45day every day i have been facing the same issue this hung very frequentlytouch is very slow not working smoothlyafter 5 minutes of the call the voice starts breaking and phone will stop,negative
Average performance.,neutral
it's unworthy mobile worst mobile 1 mobile battery switch off quickly drain quickly 2 poor camera quality worst camera 3 mobile hung 1hour more use kare tho mobile phir restart karna padega,negative
the computer doesn't work it's a bit slow the camera quality is just ok on the other hand the battery life is great and all the necessary features are good i think it's a good deal considering the price,positive
very nice phone very sleek great finishing all though superb purchase in this price,positive
camera and all features are excellent must buy,positive
the phone looks very attractive in bahamas blue colour rear camera quality 9 10 front camera quality 8 10 handling 10 10 charging is very fast fingerprint sensor is fast phone is manufactured by oppo overall phone is very,positive
returned because of faulty defective battery it ruined my purchase otherwise best in the market pro camera user interface and everything cons defective battery go and get one if you are lucky you will get a,negative
The phone works as expected.,neutral
camera quite good,positive
i have used this mobile of 8gb ram for a month for 1 fans this mobile is awesome at below 25000 price this mobile looks stylish performance is too fast graphics is awesome for high end,positive
charger was missing,negative
Packaging was decent.,neutral
bad phone,negative
worst camera,negative
phone is good,positive
it takes a long time to open another app after you open a phone call,negative
the redmi 9 is a  its battery is very good but its camera is a bit bad but its good for money,positive
phone is having sound issue how to get ready,negative
worst camera,negative
"Just started using it, will update later.",neutral
camera quality is not good but this phone is very good in this price range,positive
poor quality mobile phone,negative
"Nothing special, just a regular phone.",neutral
that's good mobile phone,positive
at time of uses it heat to much and at time of torch open it also heat and camera not good it to bad,negative
screen quality is amazing very bright in direct sunlight camera is descent according to price not great battery back up is good charging speed is also good processor is very good for normal users not for gamers overall a very very good,positive
one of the best mobile under 25k,positive
camera quality is poor like vga camera shame on redmi unchi dukaan fika pakwan,negative
he's been gone for 1 month already i've only been gone for 10 days,negative
for forget camera if u need good storage and big screen so this is excellent mobile,positive
the dull light video is due to the lcd screen the processor is slow,negative
there is a sound problem in my phone i can hear properly but other person who talking with me they can't hear my voice proper n clear infact they here their own voice reflection,negative
bad,negative
all features are good and best was ai screen sensor to avoid too much radiation,positive
battery life is pathetic otherwise an average good phone,negative
No major issues so far.,neutral
the display is good good quality pics,positive
Camera quality is acceptable.,neutral
having a long bettry life with adorable looks stron back panel with good camera quality good processor with good screen quality no heat problem provides fast charging love mi fro that note11,positive
value for money but camera needs to get improved battery life is amazing 30 minutes its full charged,positive
hangs up phone quality is very bad,negative
don't buy battery problem,negative
camera is not good better spend 2k to 3k more buy good phone,negative
no type c charger diappinted,negative
poor camera screen resolution not good 2 day used after i realised it is worst phone ever and most important we can't return it so don't waste your money redmi phones quality down day by day purchase other companies phone and,negative
this is a good phone but if you have the budget of 12k then you should go for infinix note 11 on flipkart this is better than redmi 10 prime because infinix note 11 has amoled,positive
using for 3 days overall headset is good but having issue with battery backup not working like 6000mah may be it is individual problem not for all headsets and display is very good but giving uneasiness feeling like headache when looking for,positive
display and battery life is very good camera quality is bit disappointing overall my rating is 4 for display battery life mobile performance i recommend 6 gb ram,positive
Camera quality is acceptable.,neutral
It meets my basic needs.,neutral
the picture quality is just awful,negative
The display is fine.,neutral
very gud,positive
don't buy not adequate quality also flatness is not correct,negative
very nice mobile on 26 jan 2022 sale i bought this mobile 12999 cost,positive
don't buy this phone it's speed less then 4gb ram display brightness worst no headphones inside west of money,negative
first of all i wanted to buy a oneplus in the range of 30000 i thought i could go through this model some reviews are like it's not worth buying it still i chose it and i',neutral
overall decent phone camera oklight weightbetter ui no bloatwares good point nice displayandroid 11 not updated should have been android 12 mono speakers average3 5 mm jack finecolor option limited,positive
finishing,positive
display,positive
"Nothing special, just a regular phone.",neutral
the phone is good at this price but the camera quality is very poor although the 8 mp front cam looks like 2mp blurry image quality poor go for the samsung instead of this for future,negative
not a good one and also amazon focused on sales only not focused on customer satisfaction because i am suffering with this mobile 10th day of my new mobile using again bad experience with amazon,negative
Performance is satisfactory.,neutral
bad product,negative
while i have ordered a new phone i don't think they have delivered the same the back cover was damaged and it happened after 10 days of buying the phone,negative
3rd class mobile,negative
hitting,positive
camera quality is very bad,negative
No major issues so far.,neutral
phone is good but screen guard is already there on the phone that's the problem now i have a doubt that it's a new phone or used one,negative
if you are a one plus fan just to remind you this is like their first copy it would have been better to buy a redmi or oppo plus for this amount one plus is one plus only when the mobile cost is 35 not,negative
gyroscope doesn't work properly in bgmi,negative
rn 11 is a good phone at 12499 the display is superb battery backup is very good thanks to 6nm processor the speakers are clear and loud the biggest letdown were cameras the sensor produces,positive
battery disappointed me alot,negative
prosgood battery lifeexcellent by looksdecent selfie camabove average back camnight mode is good695 processer with 6 gb ram under 15000 on hdfc cardssmooth performance and refresh rateabove average sound systemcons,positive
all are funtion good but camera average,neutral
Performance is satisfactory.,neutral
No major issues so far.,neutral
don't buy totaly money waste ph battery life average charging slow camera very bad you can't clone bgmi game lagging phone heating issue lot of issues,negative
i am writing this review after using this phone for 3 months the phone boasts of 6gb ram 128gb internal memory but it hangs terribly some apps perform very slow on this phone another major problem is it over,negative
all ok but back cover missing that's not good,negative
the sound quality of the redmi 9 power is better than the redmi note 11 also in the camera the redmi 9 power night mode camera performs better than the note 11,positive
connectivity issue connectivity weak signal strength of this phone make it worst in this category don't buy if u have weak coverage in ur area,negative
bad quality mobile because mobile is hanging much time,negative
realme 50a unboxing and review,neutral
headphones are not with phone headphone is main essential of any handset it must be there please,negative
it is a good looking phone but the battery is average continue using time 7 hours,negative
very nice mobile tq amozn,positive
home page is not open on time,negative
i liked phone it was for my father birthday gift phone is light weight sensor works goods camera very good battery backup also good with 24 7 internet on getting 25 28 hours good to buy in,positive
like the build and ease of use,positive
if you are thinking that the phone is good for normal gaming then believe me guys it has not fulfilled that expectation even in the medium setting sometimes games crashes while playing bgmi on paper it looks good but in reality this phone is lagging even,negative
finger print reader is not working good battery life is ok very much thickness of phone camera quality is not so good,negative
It does what it's supposed to.,neutral
camera is 5 5battery is 5 5fingerprint reader 4 5 as it does not have under display as it has amoled,positive
unable to charge,negative
just ok,neutral
"Nothing special, just a regular phone.",neutral
bad,negative
very durable sexy and easy to use mobile it didn't even broke when it fell from second floor,positive
display quality very poor and phone hang,negative
No complaints till now.,neutral
i like everything about this smartphone 9 except camera quality too poor,positive
Performance is satisfactory.,neutral
No complaints till now.,neutral
Battery life is neither good nor bad.,neutral
it's overall ok i'm using this model for last one year sometimes it hangs even after having 70 free space and this problem start from early months fingerprint sensor camera overall ok but not wow,neutral
nice using from last one month,positive
"Just started using it, will update later.",neutral
i have 6 month warranty for screen replacement but could not able to process this claim,negative
camera quality is bad no option for return change solve this issue,negative
good phone i am purchse again when it is availbe in offer,positive
if your phone is slightly chipped on the corners they void the entire warranty and charge you an additional service charge of 118 rupees even when you have warranty just to have a look worst phone to buy not a common man phone anymore worst,negative
No major issues so far.,neutral
Average performance.,neutral
camera quality is very poor i am unhappy with this product,negative
The phone works as expected.,neutral
slow,negative
No complaints till now.,neutral
this price is not a good phone,negative
all features are very good and battery is good,positive
phone is getting hanged and struckneed replacement,negative
totally not good,negative
all,positive
The device is okay for daily use.,neutral
"Just started using it, will update later.",neutral
good bettery nice camera,positive
the battery backup is very low the battery runs out very quickly,negative
poor phone heat problem,negative
mobile ok but not oneplus logo mentioned in the charger,neutral
like the product,positive
Battery life is neither good nor bad.,neutral
battery backup is awesome sound is normal camera don't expect more software stock is expected,positive
Installation was easy.,neutral
wifi gets disconnected all the time you have off the wifi and put on again for wifi to work happens every 20 mins,negative
phone works pretty well it comes with oxygen os 11 out of the box camera quality is decent battery performance is really good you will get 7 8 hrs of screen on time in a single charge finger print scanner works,positive
good quality products and good quality products,positive
all are good,positive
love this phone,positive
having ghost touched in my phone don't know its specific issue for my phone or its for everyone,negative
Performance is satisfactory.,neutral
not a good product please do not buy this it keeps hanging its been 3 months i got this phone and i have restarted more than 100 times many intermittent issues,negative
camara is ok for normal photography battery backup is too good phone for gamers,positive
i bought a phone a month ago and 20 days later there was a line problem with the phone i bought it completely different brother no one else to buy it and i complained to customer care but they didn't listen to my phone was replaced,negative
the camera quality is very bad,negative
everything is ok but front camera is worst,neutral
No complaints till now.,neutral
Installation was easy.,neutral
don't buy this waste of money buy poco m3 loot good then this,negative
with good camera fast responsive finger print reader fast charging and slow draining battery quick to respond to the onscreen finger touch it is a value for money phone,positive
camera outstanding,positive
overall best but the worst is the camera i would have preferred the realme 9pro plus in this price range,negative
back camera is not good selfi camera also,negative
i purchased this product in march 20 the phone has started to hang so often finger print and face detection is worst in this phone no benefit of triple camera portrait mode is not working well phone gets heated while charging,negative
don't buy if you are looking for camera quality of photos are absolutely not good,negative
such a good mobile no need to have any second thought please proceed with the purchase,positive
the product is good but the camera is so poor if we add 1 thousand we get a best and upgrade version,negative
i'm quite satisfied with the product which i purchased from amazon delivery commitment is good,positive
over all good at its price,positive
"Just started using it, will update later.",neutral
Looks are simple.,neutral
i bought this phone one month ago and it is absolutely awesome phone in budget i would highly recommend to use instead of oppo redmi or vivo,positive
useless,negative
"Just started using it, will update later.",neutral
awesome mobile,positive
phone is super but from 0 to 100 battery it will take 2hr 30 mins,negative
the phone looks good and run smooth but i m not satisfied with the camera quality,negative
i bought this mobile and replaced it because the mobile hanging issue when we use camera while opening any apps however same model i got replacement and again same issues happening in the mobile camera and battery charges are is good,negative
brought this for my elderly mother main purpose is to do basic functions and it does the job well dont expect a iphone value for money,positive
loving it mostly best budget phone,positive
phone is better for normally use not for high gameing or more,neutral
best quality,positive
awesome mobile nice display,positive
i didn't work well getting hanged in just 25days,negative
Build quality is moderate.,neutral
so nice product,positive
camera quality assome,positive
No complaints till now.,neutral
display is awesomeprocessor is ok okcamara is good according to its pricebut junk apps in samsung,negative
it takes around 25 30 minutes for full charge battery backup is good best phone as compared to another brands in this range sound quality is too good camera is perfect,positive
Packaging was decent.,neutral
front camera is not good,negative
Installation was easy.,neutral
read the complete review for better understanding i bought this phone for my father moderate level usage majority of his consumption is whatsapp online banking upi and emails no games or videos movies at all he has been using this phone,neutral
battery stand by 2days fingerprint super camera quality super,positive
fingerprint sensor is very goodbattery life is also goodcamera is decent but 3 5 out of 5 no wide angle lens 50 mp is not so goodonly two 5g bands is disappoint mebut good budget and gaming,positive
battery charging takes more time rest of all looks very good,positive
phone quality not good,negative
writing this review after use of almost 15 days this is my 1st phone above 10k exchanged it with my asus zenfone got a good value for money and lucky to get recently manufactured piece excellent battery,positive
nice phone in budget,positive
worst phone wifi connection issue disconnecting again and not connecting to network battery drain very fast,negative
Battery life is neither good nor bad.,neutral
the camera performance is very very west and whatsapp status in showing in finger is very very log login,negative
the camera should have been better the fingerprint scanner is not too quick sometimes it detects a little late also should have a higher watt charge support,negative
perfect phone in the price range elegant look and design light weight having good camera quality worth buying,positive
best phone at this range,positive
the phone is worth buying and we can have all features in low price i liked it and suggest to buy this product as it is worth of buying but one disadvantage in redmi phones is it will get heated faster,positive
heating issue not cofortable like as professional mobile,negative
it takes more time for charging otherwise it is easy to operate and goes good,positive
camera quality is not good,negative
if you want to use this phone base on camera then don't buy doc picture not clear at day light 13 mp camera just to see but quality like less than 5 mp also speaker sound not clear others ok,negative
superb quality pubg gaming phone camera better battery best all working nice phone look attractive,positive
camera and performance average,neutral
it uses mediatek g35 that is sufficient for whatsapp messengers email googlemeet zoom not for gaming but everyday use for business communication is okay if you are on a budget camera pathetic too much white balance i had,neutral
22 12 21 redmi 10 prime one negative point has come to my notice uploading options are poor as it appears now to me after 8 days of receipt compared to the samsung,negative
display is normal quality but until the mob good data cable not work,positive
No complaints till now.,neutral
its good compare to price camera clarity and display very awsome,positive
please don't buy this phone it has many issues like finger lock is not quick sensor not working second sim slot not working hanging issue camara and displayare average,negative
fingerprint reader is good battery life is all right and the selfie camera quality is not so good but the back camera is good the selfi camera when i was click some selfies but this is blur this is my argue,negative
Camera quality is acceptable.,neutral
Received the product on time.,neutral
just good phone battery backup is okay camera quality is good phone gets hang sometimes overall good phone,positive
nice camera good features,positive
i used this phone for just two days then i sold it i never saw the worst product from the mi brand except the display quality and loud sound everything is the worst especially both camera and processor in daylight the camera captured dark,negative
good thing about phoneaverage camera above average battery nice speedbad things about phoneweight low camera pictures quality high price and very important it's display it's is so low you can't see in sun light low,positive
very low sound in both voice and ringing disappointing,negative
delivery issue,negative
very bad product,negative
i got it for 11250rs excellent display and excellent battery overall an 3 package for just 11250,positive
Speaker output is normal.,neutral
good phone and value for money was expecting a 5g enabled tech nevertheless nice phone to operate amazing battey back up super fast charging,positive
valu money,neutral
Feels okay to hold.,neutral
camera quality bad design ok value of money ok,neutral
nice mobile but sound not ok,negative
the figure sensor is good battery life is good and camera almost good,positive
Feels okay to hold.,neutral
camera quality is bad not according to given camera specifications hanging issue screen rotation automatically lock till we don't remove screen rotation,negative
one day after retur period display proble a line will glow very bad,negative
budget phone,negative
i'm satisfied with the performance of the product,positive
Packaging was decent.,neutral
dont buy this product very bad camera quality,negative
best phone in this price,positive
Battery life is neither good nor bad.,neutral
The phone works as expected.,neutral
the battery is great for the back camera don't buy anything else but the phone because it's a waste of money right now at this time they should change the phone because it's not working very disappointed with the redmi brand,negative
the battery is somewhat ok but it's not too good comparing with other phones as it is 5000 mah it's okk,negative
worth buying,positive
It meets my basic needs.,neutral
"Just started using it, will update later.",neutral
Looks are simple.,neutral
not a good phone battery heating more camera and sound not good now i think return the product,negative
Looks are simple.,neutral
bad camera,negative
Packaging was decent.,neutral
nice phone battery backup is good,positive
Feels okay to hold.,neutral
if i compare it with my last phone which was realme c3 it's not better because that was a budget phone still performance was better than thisslow network is common on this phonecan't control the wifi hotspot don't have option to,negative
best phone after all,positive
after using for almost 2 months i regret buying this phone first of all the battery is only 4500mh which gets dried very fast if you are using the for 70 80 calls per day,negative
Average performance.,neutral
below is one of the review and same happened to me this is worst mobile screen is like 480p camera picture quality is like being taken from old generation phone now i understand why amazon is not allowing return replacement,negative
battery back up class,positive
good ones,positive
fast charging,positive
Received the product on time.,neutral
very good phone at these price range in 64 gb its already system used 12 gb camera quality poor its saying 13 mega pixel i don't think so it maybe 5 mega pixel once i,positive
phone is a good but camera quality is very bad,negative
the camera is very bad clarity and the speaker is very bad voice call not hear properly please don't buy this phone because that's model unsuccessful,negative
sound quality is very poor for this pricephone is little slowvery disappointed,negative
Camera quality is acceptable.,neutral
waste just 20 days had started repair charging doesn't work when i call them careless response waste of money,negative
this is a handy phone with light weight and balanced dimensions battery backup is good for one full day normal use with internet display quality is good but ambient light sensor response is not sensitive sometimes we have to do it manually for exact brightness maximum,positive
No major issues so far.,neutral
Feels okay to hold.,neutral
"Just started using it, will update later.",neutral
i didn't get a earphone,negative
good performance,positive
only 5 months facing issue of not catching signals from network operators both sim slots not working,negative
good product from xiaomi with the latest features value for money both camera quality is excellent note11 note11lub pyara note11,positive
The phone works as expected.,neutral
Feels okay to hold.,neutral
the phone is excilentthe camera is not up to the markbut still i like the phonevery lightweight and handy,neutral
battery life is so good,positive
the phone looks good but the other things like the phone get hang sometimes when someone is calling the camera not to much sharp the phone has android 9 not providing type changing charging is slow,negative
Performance is satisfactory.,neutral
No major issues so far.,neutral
very nice i am fully satisfied,positive
poor camera quality,negative
Camera quality is acceptable.,neutral
all good,positive
Feels okay to hold.,neutral
very good option at this price all features are good camera quality is all good even in dark screen is very smooth phone looks very classy only thing is weight is a bit more and battery doesn't last a lot,positive
1 camera is good quality 2 fingers lock working good 3 face lock is very nice if you set face lock in normal conditions and after getting makeup then face lock identify your face 4 phone backup is good battery 5,positive
long battery backp,negative
i didnt liked the overall finish and feel of the product,negative
charger is a major let down for this cost also rest features are better in mi avoid this model,negative
everything is average,neutral
overall it is good only one problem is the heating it is disappointing when it heats up and if you use it for a long time it heats up,positive
bend mobile got too many process to refund money,negative
overall a best mobile in budget all features are awesome oneplus must work on battery life it drain fast but charging is also very fast overall a best mobile to buy,positive
the camera is pathetic also the hd display is not good tried volte video call but without any success sound quality is not bad i don't recommend anyone to buy this phone,negative
a product is osum,positive
third class camera,negative
Battery life is neither good nor bad.,neutral
average product,neutral
hi,positive
it's okay as per 11 990 price with 6gb ram 128gb rom earphone illa as described no issue,positive
Received the product on time.,neutral
The display is fine.,neutral
camera quality is not good,negative
didn't receive headphones with it not expecting such mistakes by reputed seller,negative
no charger in the box only c type cable have in the box,negative
Packaging was decent.,neutral
phone having display touch issue looks like product is not tested properly,negative
don't be so rude on the phone please bad,negative
slfecam not good battery dim,negative
Received the product on time.,neutral
No major issues so far.,neutral
Speaker output is normal.,neutral
"Just started using it, will update later.",neutral
oppo super,positive
iam using this mobile for last 3 weeks every thing is good except camera plz don't buy those who expect 128mp camera 8 gb ram 264 gb internal memory at rs 1,negative
good quality phone camera is good design is good good purchase at this price gifted for my father,positive
bad,negative
Received the product on time.,neutral
defective product,negative
camera pics are very high quality and and battery is drying very fast,positive
good experiencevalue for moneycamera is goodperformance is goodbattery capacity is goodlooking are gooddelivery is good,positive
"Just started using it, will update later.",neutral
very poor performance from camera waste of money i ordered and returned within a week that much worst product i have ever seen,negative
No complaints till now.,neutral
i just love it i bought it for my mom and she is happy with the phone dont think just buy it you are doing a right thing best battery great camera loud volume its a fantastic phone,positive
should come with flip transparent cover looks will be better,positive
i like it,positive
very good phone,positive
phone not properly work,negative
The device is okay for daily use.,neutral
Received the product on time.,neutral
It does what it's supposed to.,neutral
the overall the phone was overpriced in this 8999 price point,negative
"Just started using it, will update later.",neutral
Battery life is neither good nor bad.,neutral
dont buy not worthy,negative
It meets my basic needs.,neutral
hi,positive
backing phone,positive
Build quality is moderate.,neutral
poor,negative
Packaging was decent.,neutral
The phone works as expected.,neutral
all functions are good but quite big in size not handy,negative
Build quality is moderate.,neutral
pathetic product,negative
Camera quality is acceptable.,neutral
Looks are simple.,neutral
average phone,neutral
great phone for medium usage,positive
It meets my basic needs.,neutral
No major issues so far.,neutral
Looks are simple.,neutral
perfect suit for a moderate mobile user,positive
at this range 4 gb ram and 128 gb storage is a very good but charging is slow,positive
Received the product on time.,neutral
best camera,positive
Average performance.,neutral
Looks are simple.,neutral
this mobile is fast the fingerprint long time battery power capacity supermobile,positive
average,neutral
product is not good and items returned,negative
Looks are simple.,neutral
vera11 just now got it it looks good and charging speed awesome,positive
nice product good quality but camera is not up to mark and displays very nice big broad lightweight excellent,positive
display flickering and blue color tempered on overall screen,negative
camera quality is very poor,negative
super but one of the insegmented display lcd,positive
not good as mentioned things about it,negative
camera damage,negative
must buy mobile no complaintall good,positive
v good mobile,positive
phone not working properly battery backup very bad this phone not purchaseable,negative
"Nothing special, just a regular phone.",neutral
ok good not a bad,positive
i exchanged my 5 year used redmi 3s and received 4k cashback bought note 11 4 64 at 8500 after citibank cc apply amoled at this price made the experience super amazing,positive
love is like,positive
Speaker output is normal.,neutral
fingerprint not working when screen off,negative
not interested,negative
its very beautiful and very excellent super fast battery life good also improve more long battery life and its compitable with my google meet and zoom classes anyways it was a good and excellent fast mobile in the world,positive
camera not awesome not good,negative
amazing wonderful beautiful phone,positive
Installation was easy.,neutral
the camera quality is completely horrible nothing like that is there that you can get a phone like this and take a better phone from a different company and stay with that better company later on you will regret it after you get it take it back,negative
Average performance.,neutral
overall the handset is descent pro's decent cameragreat displayrefresh rate is okaycon's charger provided is 9w and not 15wscreenshot option is complicated and not as ease like in other brands,neutral
most amazing fast charging 7 minute 50 charged fast refresh rate very light weight best mobile on my hand qmong rest,neutral
Looks are simple.,neutral
dabba,negative
good cheap bad product good cheap bad product good cheap bad product,negative
large display better performance at low price the hyper engine provided by mediatek makes the gaming experience smooth and 5000 mah battery provides uninterrupted services throughout the day mi redmi9 mediatek hyper engine,positive
the front camera quality is very poor rest everything is good however tried to return this mobile as it was not as per showing on amazon but amazon person said you can't return the mobile as per policy very bad experience by such company,negative
The device is okay for daily use.,neutral
Battery life is neither good nor bad.,neutral
overall average phone in low budget i am just using this from last 7 days till it's running ok hope i will get quality service,neutral
no recommend any one,negative
fingerprint sensor very slow,negative
i'm totally upset display issue i bought this mobile on diwali offer but sometimes display issue and mobile hand issue on come,negative
i like this mobile overall performance is good,positive
very nice phone battery life to good and nice gaming device,positive
Average performance.,neutral
i love this phone,positive
Packaging was decent.,neutral
waste mobile ui waste not recommended do not buy,negative
It does what it's supposed to.,neutral
Received the product on time.,neutral
wow very lovely phone i love it,positive
It does what it's supposed to.,neutral
The display is fine.,neutral
i have been using mi phones for the last 5 6 years but this is the first phone i am disappointed with the front camera the back camera is good and performance wise is good battery life is ok will not recommend the phone if,negative
fingerprint reader works perfect only for 1 month camera clarity not upto the mark,negative
the product is worth the money if we install more apps phone starts to hang up that's the only drawback,negative
It meets my basic needs.,neutral
Packaging was decent.,neutral
i first when ordered decided to cancel it after reading reviews but foubd it to be excellent after delivery and was superb quality,positive
decent phone but camera is not great that we expected rather than that other thing is good,negative
a good phone for regular use,positive
1 week review of using this phone the battery drains as soon the phone get heated and the phone gets heated very frequently the camera quality is not so good precisely the front selfie camera it is just 201,negative
battery is good camera average average touch screen,neutral
Installation was easy.,neutral
a c to price better proformas,positive
It does what it's supposed to.,neutral
using it for last 20 days bought in sale 10800 very average phone with average camera call features specially google dialer is really very slow no miui dailer which was good in previous phones good,negative
nice phone price seems ok for a phone,positive
Performance is satisfactory.,neutral
i bought this mobile for 125000 this mobile phone has many defects though it has helio g80 processor phone is working like a turtle very very slow you can't use this mobile for,negative
nice phone nice camera using since 5 monthes great,positive
very reasonable price compared to realme redmi fast chargingif battery was 6000mah it would have been excellent,positive
all is good but only mute option is active and recording call not active properly when i use recording option the calling person realized recording his call please update this type of query,negative
go for it only the camera quality is good rest all is best,positive
i like the battery and it charge quickly,positive
musice wise it is not perfect remaining ok,neutral
Installation was easy.,neutral
dislike,negative
what did the budget for beast arrive on youtube,negative
but the price is somewhat very high and the hand sensor is really bad and very slow detecting,negative
It meets my basic needs.,neutral
good product battery life processor ui looks great except camera not up to the expectations,positive
Looks are simple.,neutral
all is good but camera quality is to be fixed,positive
my first choice for redmi phone always but after buying this phone i never recommend some buy redmi company phone and other accessories the camera quality very poor and when you calling someone not able to listen others sounds clearly i hope redmi company replace my phone,negative
Build quality is moderate.,neutral
The device is okay for daily use.,neutral
the colors just beautiful,positive
charging speed very slow,negative
value of money,positive
Performance is satisfactory.,neutral
No complaints till now.,neutral
nice model but not worth for money,negative
i bought this phone everything was good whoever plans to purchase this please don't forget to add a power bank in your cart because you need this also overall not bad for workholic guys,positive
Speaker output is normal.,neutral
Looks are simple.,neutral
nice mobile for grabbing with best price,positive
all off,negative
good product value of money,positive
"Just started using it, will update later.",neutral
No complaints till now.,neutral
very very good phone fingerprint very fast battery life good camera qwality super very very good phone i loved it,positive
wow battery is awesome,positive
the camera is very bad,negative
Battery life is neither good nor bad.,neutral
camera phone speaker are not up to the mark get heat quickly,negative
third class mobile sim card slots are not working need to reboot again again now please some body help me how to return this product,negative
No complaints till now.,neutral
display is good camera is reasonable aesthetic appearance is doing justice to this piece nothing more processor is outdated and that leaving this phone worthless,positive
The device is okay for daily use.,neutral
charging very fast but display feeting not good data fast used phone hitting issu oneplus ce2,negative
the camera quality is not too good as expected,negative
camera is not good,negative
overall good but the camera doesn't fit with one plus name,positive
Installation was easy.,neutral
good on all parameters competitively priced for higher ram and hdd the price could be brought down a bit,positive
phone's camera is good,positive
best product for me,positive
the camera from front and back both are pathetic it has not even been a month and the phone is already hanging does not even play videos smoothly there is a lot of frame issues,negative
not at all recommended go for redmi note 8 redmi 9 is the worst product i received everything is hanging display not proper touch screen is another issue,negative
very good choice very good price overall very good experience,positive
the camera quality is not up to my basic need it looks somewhat like unclear,negative
10primesuperb mobilelove redmi higher specifications in very low pricebattery backup is osmhd displaycamera quality is superb,positive
The phone works as expected.,neutral
Camera quality is acceptable.,neutral
phone having heating issue when using in call and other app uses,negative
uf,negative
Battery life is neither good nor bad.,neutral
excellent budget phone from oneplus,positive
darshita electronics send me useless product without completely checking device i facing many problems with this device like over heating during using 2 hang 3 battery backup please return this phone,negative
Feels okay to hold.,neutral
awesome phone in this price range,positive
nice one ever one' like this mobile,positive
very well,positive
It meets my basic needs.,neutral
fingerprint reader is okay but battery and camera is disaster camera atleast they already told its not hq but battery is 3000mah it does not even last 18 hr,negative
Camera quality is acceptable.,neutral
its okey,neutral
high cost low value phone,negative
Feels okay to hold.,neutral
good mobile,positive
the hearphones jack is not working it's only 2 months since i bought,negative
no ir sensor amd hanging problem,negative
dislike,negative
hang,negative
Looks are simple.,neutral
The device is okay for daily use.,neutral
Received the product on time.,neutral
the oneplus nord ce 2 is a very bad phone the display is billed as a selling point but the phone is actually quite good the camera quality is very poor and the battery backup is even worse,neutral
No major issues so far.,neutral
the value is a little high and it starts hanging frame dropping lagging in 2 months,negative
camera not good,negative
thanks for vivo new phone interface and performance is good also bettey backup camera fine,positive
all right yet i would have loved if it had carried a c type charger,negative
worse product not at all value for money not recommended,negative
The device is okay for daily use.,neutral
very worst camera quality don't buy for photography lover other wise ok,negative
battery average camera average money best,neutral
Battery life is neither good nor bad.,neutral
Average performance.,neutral
i loved the device one of the bestlcd display i would highly recommend this product if you are looking for a mobile below 13k,positive
Looks are simple.,neutral
Packaging was decent.,neutral
nice mobile,positive
waste product dont buy from amazoni buy it two times and its fail waste software issue automatically restarting within 10 seconds waste redmi 9,negative
Received the product on time.,neutral
ok leg phone refresh rate 120 but feel not hota cemera selfi bala good back cemera just ok,neutral
"Nothing special, just a regular phone.",neutral
superb quality must buy from amazon,positive
just awesone,positive
bought this mobile a month ago by exchanging my old mobile using this mobile for a month now it is quite disappointing that i am unable to hear the other person never thought new mobile would give me such trouble hearing other end this phone has,negative
i have purchased realme narzo 50a for 12k and its overall good phone battery backup superb camera quality decent as its price front camera not up to the mark,positive
Build quality is moderate.,neutral
bettery back up to very very poor,negative
The phone works as expected.,neutral
i bought this phone on 5 dec 2021 on day one we had an issue with the battery and we contacted redmi technical support and they suggested to send the phone to the nearest store for repair but no use please,negative
same as shown in pics nice product with charger no screen gaurd in the kit,positive
awesome mobile,positive
Received the product on time.,neutral
Received the product on time.,neutral
product bill is not available given handset redmi 9 4gb 64gb,negative
The display is fine.,neutral
it's a genuine review don't buy this product because of worst experience ever with any smartphone camera quality is 0 performence quality is 0 if you buy a 7000 8000 price range phone then,negative
value of money,positive
camar quality and battery is too good and medium budget phone,positive
Build quality is moderate.,neutral
good product and style design look like primium quality,positive
its just waist of money,negative
great budget phone display 4 5 display 4 5 camera 4 5 battery 5 5overall a nice phone in this range display is big so viewing experience is great,positive
green line on display with in few days of use less than 10 days you can't scroll defective i want money back or replacement amazon doesn't have return option pathetic,negative
It does what it's supposed to.,neutral
nice and very productiveperfectvery useful,positive
thanks to amazon for this product for your best services you always provide fast delivery nice packing by amazon this phone looks good blue color looks cool camera is ok not looks like 50mp but it's ok battery,positive
this phone is osm,positive
2gb ram mobile is comparatively fast speedthen this 6gb ram mobile totally disappointed,negative
battery backup is fantastic front camera quality is not good finger print is not working properly dont buy,negative
Received the product on time.,neutral
he deserves it,positive
overall features are greag but camera quality is not so good,negative
light weight good look,positive
The display is fine.,neutral
